inspection_period,phase_start,phase_end,concentration_level_distribution,dynamic_state_distribution,episode_type,start_radon,end_radon,min_radon,max_radon,robust_slope,local_variability,confidence,reason_codes
2024-06-07 to 2024-06-14,2024-06-13T10:44:00+00:00,2024-06-13T10:44:00+00:00,"{""HIGH"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,225.0,225.0,225.0,225.0,N/A,7.5,LOW,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-13T11:44:00+00:00,2024-06-13T13:44:00+00:00,"{""HIGH"": {""count"": 3, ""percent"": 100.0}}","{""FALLING"": {""count"": 3, ""percent"": 100.0}}",DECLINE,221.0,225.0,190.0,225.0,2.0,6.667,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW"", ""SHORT_SLOPE_NEGATIVE"", ""STRONG_PERSISTENT_TREND""]"
2024-06-07 to 2024-06-14,2024-06-13T14:44:00+00:00,2024-06-13T16:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 33.33}, ""HIGH"": {""count"": 2, ""percent"": 66.67}}","{""UNSTABLE_TRANSITION"": {""count"": 3, ""percent"": 100.0}}",UNSTABLE_TRANSITION,185.0,203.0,185.0,212.0,9.0,13.833,HIGH,"[""EXPLICIT_INSTABILITY_EVIDENCE"", ""REPEATED_SIGN_CHANGES"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""HIGH_LOCAL_VARIABILITY""]"
2024-06-07 to 2024-06-14,2024-06-13T17:44:00+00:00,2024-06-13T19:44:00+00:00,"{""HIGH"": {""count"": 3, ""percent"": 100.0}}","{""FALLING"": {""count"": 3, ""percent"": 100.0}}",DECLINE,194.0,228.0,194.0,228.0,17.0,9.667,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-13T20:44:00+00:00,2024-06-13T20:44:00+00:00,"{""HIGH"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,190.0,190.0,190.0,190.0,N/A,8.0,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_BELOW_TREND_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-13T21:44:00+00:00,2024-06-13T21:44:00+00:00,"{""HIGH"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_HIGH,223.0,223.0,223.0,223.0,N/A,8.0,LOW,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES""]"
2024-06-07 to 2024-06-14,2024-06-13T22:44:00+00:00,2024-06-13T23:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 50.0}, ""LOW"": {""count"": 1, ""percent"": 50.0}}","{""SUDDEN_DROP"": {""count"": 2, ""percent"": 100.0}}",SUDDEN_DROP_EVENT,143.0,35.0,35.0,143.0,-108.0,24.25,HIGH,"[""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""STRONG_PERSISTENT_TREND"", ""SUDDEN_NEGATIVE_CHANGE"", ""SUFFICIENT_WINDOW""]"
2024-06-07 to 2024-06-14,2024-06-14T00:44:00+00:00,2024-06-14T00:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,30.0,30.0,30.0,30.0,N/A,59.0,HIGH,"[""EXPLICIT_INSTABILITY_EVIDENCE"", ""HIGH_LOCAL_VARIABILITY"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW""]"
2024-06-07 to 2024-06-14,2024-06-14T01:44:00+00:00,2024-06-14T04:44:00+00:00,"{""LOW"": {""count"": 4, ""percent"": 100.0}}","{""FALLING"": {""count"": 4, ""percent"": 100.0}}",DECLINE,11.0,19.0,2.0,19.0,2.667,29.125,MEDIUM,"[""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""HIGH_LOCAL_VARIABILITY""]"
2024-06-07 to 2024-06-14,2024-06-14T05:44:00+00:00,2024-06-14T13:44:00+00:00,"{""LOW"": {""count"": 9, ""percent"": 100.0}}","{""STABLE"": {""count"": 9, ""percent"": 100.0}}",STABLE_LOW,11.0,9.0,9.0,25.0,-0.25,3.833,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
2024-06-07 to 2024-06-14,2024-06-14T14:44:00+00:00,2024-06-14T15:44:00+00:00,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""RISING"": {""count"": 2, ""percent"": 100.0}}",UNSTABLE_TRANSITION,30.0,28.0,28.0,30.0,-2.0,6.75,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]"
2024-06-07 to 2024-06-14,2024-06-14T16:44:00+00:00,2024-06-14T18:44:00+00:00,"{""LOW"": {""count"": 3, ""percent"": 100.0}}","{""STABLE"": {""count"": 3, ""percent"": 100.0}}",STABLE_LOW,26.0,16.0,16.0,26.0,-5.0,5.5,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
2024-06-07 to 2024-06-14,2024-06-14T19:44:00+00:00,2024-06-14T20:44:00+00:00,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""FALLING"": {""count"": 2, ""percent"": 100.0}}",UNSTABLE_TRANSITION,5.0,5.0,5.0,5.0,0.0,8.0,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]"
2024-06-07 to 2024-06-14,2024-06-14T21:44:00+00:00,2024-06-16T09:44:00+00:00,"{""LOW"": {""count"": 37, ""percent"": 100.0}}","{""STABLE"": {""count"": 37, ""percent"": 100.0}}",STABLE_LOW,7.0,28.0,2.0,33.0,0.583,2.297,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
